len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
20,1,0,0,1,0,12,2,0,0,8,5.5,0,0,0,7,0,0,0,0,0,0,3,9,3,0,http://fasonery.net/machine,1
37,3,0,0,6,1,18,3,1,0,10,5.333333333,4,4,0,13,1,0,0,0,0,0,227,3,162,-1,http://www.infoplease.com/ipsa/A0114094.html,0
66,5,0,0,9,1,27,3,1,0,20,8.333333333,7,7,0,30,3,0,0,0,0,0,70,2,313,-1,http://gz.airplanepilotlessons.com/SUCCESS/01bd4c7df00b1e277a5e4cc590a...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,232,20,213,-1,http://www.marylous.com/,0
18,1,0,0,1,0,17,2,0,0,13,8,0,0,0,0,0,0,0,0,0,0,109,11,20,178,http://barcelonafans.org/,0
21,1,0,0,1,0,20,2,0,0,16,9.5,0,0,0,0,0,0,0,0,0,0,208,43,54,-1,http://perennialtearoom.com/,0
35,3,0,0,6,1,15,3,1,0,7,4.333333333,4,4,0,14,1,0,0,0,0,0,191,25,955,95519,http://www.kidsolr.com/math/fractions.html,0
41,3,0,0,18,2,16,4,2,0,4,3.25,8,7.5,0,7,0,0,0,0,0,0,-1,-1,-1,-1,https://mail.cms.math.ca/mailman/listinfo/webmath,0
19,2,0,0,4,1,15,3,1,0,7,4.333333333,2,2,0,0,0,0,0,0,0,0,70,41,318,-1,http://www.gyrogeo.com/n4/,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,181,11,19,75173,http://www.sigview.com/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,171,9,93,28412,http://www.wedcrafts.com/,0
62,6,0,0,34,3,25,4,3,0,14,5.5,11,10,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.chalecostenaro.com.br/components/com_contact/filewords/...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,202,2,243,60606,http://www.tutorace.com/,0
38,3,0,0,7,1,25,3,1,0,18,7.666666667,5,5,0,6,1,0,0,0,0,0,-1,-1,-1,-1,http://naturalkillercells.com.au/adocs/G.Docs,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,173,7,164,-1,http://www.hiandlomodern.com/,0
25,2,0,0,1,0,24,3,0,0,13,7.333333333,0,0,0,0,0,0,0,0,0,0,65,7,144,24118,http://followinglink.atspace.cc/,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,193,11,20,-1,http://www.theblueowl.com/,0
66,7,0,1,28,3,19,3,3,0,11,5.666666667,14,8,0,19,3,0,0,0,0,0,4,8,64,-1,http://www.pal-kitchen.com/wp-admin/es/impots.gouv.fr/39596809a4030387...,1
66,5,1,1,1,0,15,2,0,0,12,7,0,0,1,14,1,1,36,2,17,1,-1,-1,-1,-1,http://service-info.gq/user-login.php?cmd=_flow&SESSION=bjnt53IvHXGxgW...,1
75,2,0,0,48,3,27,3,3,0,19,8.333333333,33,14.66666667,0,0,0,0,0,0,0,0,140,16,75,-1,http://www.totalfootballforums.com/forums/forum/32-spanish-football-forum-la-liga/,0
66,5,0,0,48,7,15,3,7,0,7,4.333333333,11,5.714285714,0,3,3,0,0,0,0,0,26,-2,21,-1,http://www.eslapaz.com/components/com_content/views/form/tmpl/fib/fib/...,1
52,3,0,4,1,0,39,3,0,0,30,12.33333333,0,0,0,12,1,0,0,0,0,0,256,56,849,20910,http://ross-and-adrians-stadium-guide.webs.com/football.htm,0
53,5,0,0,20,3,21,2,3,0,17,10,8,5.333333333,0,12,4,0,0,0,0,0,71,13,4,-1,http://pianolessonstampa.com/wp-admin/user/dpbx/index.php...,1
42,4,0,0,13,1,19,4,1,0,7,4,11,11,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://www.vgl.ucdavis.edu/informatics/strand.php,0
37,3,0,0,16,2,14,3,2,0,7,4,7,6.5,0,7,1,0,0,0,0,0,-1,-1,-1,-1,http://omegasb.com.br/images/afdftue/aol.htm,1
46,8,1,0,7,1,19,4,1,0,8,4,5,5,0,9,1,0,11,1,0,0,-1,-1,-1,-1,http://www.eloahair.com.br/Zone1/login.php?.portal...,1
45,5,0,0,21,2,21,3,2,0,13,6.333333333,9,9,0,3,3,0,0,0,0,0,123,9,470,224,http://www.sarminiatures.com/Insurance/Insurance/...,1
60,4,0,0,43,3,14,2,3,0,10,6.5,32,13,0,3,3,0,0,0,0,0,15,9,76,-1,http://hamzadates.com/new/sess/0841daccd5fc33e87c2c291eb38ee88e/...,1
50,6,0,0,12,1,35,4,1,0,24,8,10,10,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.carameladafestasinfantis.com.br/eTLf4X6txC/...,1
22,1,0,0,12,2,10,2,2,0,7,4.5,6,4.5,0,0,0,0,0,0,0,0,-1,1,-1,422003,http://mekisan.in/web/online/,1
66,6,1,0,42,6,15,3,6,0,6,4.333333333,10,5.833333333,0,9,4,0,0,0,0,0,70,50,310,11,http://demo.apppli.com/eyefitu/wp-content/uploads/2015/03/login/websc....,1
25,2,0,0,1,0,24,3,0,0,17,7.333333333,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://textilescommittee.nic.in/,0
30,2,0,0,19,2,11,3,2,0,3,3,8,8,0,0,0,0,0,0,0,0,272,28,408,32258,http://www.npr.org/sections/business/,0
46,5,0,0,6,1,18,2,1,0,14,8.5,4,4,0,13,1,1,9,1,4,0,87,33,1672,-1,http://uppermcdonalds.com/aero/connect_i.php?fid=4...,1
34,3,0,0,5,1,27,4,1,0,16,6,3,3,0,2,0,0,0,0,0,0,-1,-1,-1,-1,http://www.intuitivaeventos.com.br/mgs/es,1
31,3,0,0,17,2,14,4,2,0,4,2.75,7,7,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www2.let.uu.nl/Uil-OTS/Lexicon/,0
61,4,0,0,47,3,11,2,3,0,8,5,32,14.33333333,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://gtahouse.ca/wp-content/a/d789c9ed66d653e4683d28fc83566981/...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,92,4,250,34580,http://www.cesran.org/,0
46,5,0,0,18,2,15,3,2,0,9,4.333333333,8,7.5,0,13,3,0,0,0,0,0,98,10,45,-1,http://tapasplus.co.uk/wp-admin/network/Newdropbox...,1
64,5,0,0,43,2,18,3,2,0,11,5.333333333,32,20,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://qgcartuchos.com.br/document/1ee0e16fc329ee1620922dc90413cb6c/...,1
17,3,0,0,1,0,16,4,0,0,6,3.25,0,0,0,0,0,0,0,0,0,0,227,97,685,-1,http://www.neuron.co.uk/,0
66,5,0,0,28,3,24,3,3,0,17,7.333333333,9,8,0,14,3,0,0,0,0,0,-1,-1,-1,-1,http://www.lacrecheenchantee.lu/libraries/joomla/documento/bf49864035a...,1
33,2,0,0,19,2,14,3,2,0,7,4,8,8,0,0,0,0,0,0,0,0,74,10,72,48157,http://www.laester.tv/wp-admin/Investor/,1
66,5,1,1,36,7,23,2,7,0,19,11,7,4,0,7,3,0,0,0,0,0,3,9,85,-1,http://mabanque-bnpparibas.net/~ameli/login/amli.fr/free/sm/oo/ve/Port...,1
31,2,0,1,1,0,30,3,0,0,17,9.333333333,0,0,0,0,0,0,0,0,0,0,192,11,46,94043,http://fcbarcelona-spain.blogspot.com/,0
37,2,0,0,14,1,20,3,1,0,10,6,12,12,0,3,0,0,0,0,0,0,152,4,288,94043,http://feeds.feedburner.com/physicstoday/pt1,0
37,3,0,0,15,2,13,2,2,0,9,6,8,6,0,9,1,0,0,0,0,0,16,8,129,-1,http://conexeduc.com/.refresh/page/index.php,1
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,148,32,527,-1,http://www.newsx.com/,0
66,5,0,0,38,5,21,3,5,0,14,6.333333333,10,6.4,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://onebeautystore.com.br/downloader/lib/Mage/Backup/Exception/subs...,1
27,3,0,0,1,0,26,4,0,0,16,5.75,0,0,0,0,0,0,0,0,0,0,30,6,548,-1,http://www.barcelonatickets.co.uk/,0
43,3,0,0,9,1,22,3,1,0,14,6.666666667,7,7,0,12,1,0,0,0,0,0,196,32,679,183019060,http://www.robinlionheart.com/gamedev/genres.xhtml,0
66,5,0,0,30,5,16,3,5,0,8,4.666666667,7,4.8,0,20,3,1,0,0,0,0,20,4,619,-1,http://www.gosgmart.com/image/catalog/demo/product/-/direction-general...,1
45,6,0,1,14,2,18,3,2,0,11,5.333333333,7,5.5,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://e-techgroup.com.au/zz10/jcastle/online.htm...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,181,23,59,-1,http://www.1stresumes.com/,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,167,1,373,-1,http://www.javavino.com/,0
62,6,0,1,37,2,22,4,2,0,12,4.75,32,17,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.micro-unique.co.za/ff/5da6047a69cb262dde237f05ccb09778/...,1
44,5,1,0,22,4,12,2,4,0,8,5.5,6,4.25,0,10,4,0,0,0,0,0,5,7,75,-1,http://kinaroth.com/ftp/confi/secure/new/web.php...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,170,82,478,-1,http://www.readingcoffee.com/,0
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,198,6,1640,-1,http://www.harmonybaycoffee.com/,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,148,68,487,-1,http://www.sidneyimports.com/,0
66,4,0,0,43,4,11,2,4,0,7,5,19,9.5,0,12,3,0,0,0,0,0,10,2,284,-1,http://2dayads.com/wp-content/upgrade/US/9cdfb439c7876e703e3/029ec4608...,1
66,7,1,0,42,6,15,3,6,0,7,4.333333333,13,5.833333333,0,9,3,0,0,0,0,0,61,11,22,214000,http://www.gkjx168.com/images?http://us.battle.net/login/http://dyfdzx...,1
66,5,1,0,41,4,16,3,4,0,9,4.666666667,12,9,0,9,3,0,0,0,0,0,118,30,-1,-1,http://www.eurosepal.pt/doc/attachment/notification/information/secure...,1
31,2,0,0,14,2,17,3,2,0,9,5,8,5.5,0,0,0,0,0,0,0,0,214,2,550,-1,http://www.angelfire.com/mo2/Venegoni/,0
34,1,1,0,16,2,18,2,2,0,14,8.5,8,6.5,0,0,0,0,0,0,0,0,167,13,2,43220,http://blairunlimited.com/includes/login/,1
55,5,0,0,32,8,20,3,8,0,13,6,10,2.875,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://jadwigaorunia.gda.pl/wp-content/upgrade/A/M/A/Z/O/N/...,1
57,6,0,0,17,3,37,4,3,0,26,8.5,6,4.333333333,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.terapiaexperienciasomatica.com.br/images/psp/note/...,1
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.icurl.usa.cc/account/app/svc/login.html...,1
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,215,25,838,-1,http://www.strategictransitions.com/,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,31,53,162,-1,http://www.sorawholesale.com/,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,161,7,2344,685163797,http://www.lcsmith.org/,0
31,2,0,0,17,1,14,3,1,0,6,4,15,15,0,0,0,0,0,0,0,0,21,3,258,-1,http://www.hymesh.net/kowloinvestment/,1
23,3,0,0,1,0,22,4,0,0,11,4.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.dabasmuzejs.gov.lv/,0
37,2,0,0,1,0,36,3,0,0,16,11.33333333,0,0,0,0,0,0,0,0,0,0,111,9,124,24118,http://sadfgsdhgertyw35.scienceontheweb.net/,1
33,3,0,0,5,1,21,4,1,0,10,4.5,3,3,0,7,0,0,0,0,0,0,-1,-1,-1,-1,http://www.farmafocus.com.br/one/dropbox,1
66,5,0,3,1,0,36,3,0,0,30,11.33333333,0,0,0,29,3,1,0,0,0,0,-1,-1,-1,-1,http://autoscout24-europe-used-carsft.eu.pn/classified28878432016asrc=...,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,197,55,304,-1,http://www.explorelearning.com/,0
65,4,0,0,46,3,16,2,3,0,12,7.5,32,14,0,3,3,0,0,0,0,0,52,8,42,4444000,http://vertebraledu.org/logs/apache/7a84f4a724de82159ebf517babd24a64/...,1
64,5,0,0,38,4,23,3,4,0,17,7,11,8.25,0,3,3,0,0,0,0,0,39,9,895,-1,http://ringtonsfranchise.co.uk/wp-includes/SimplePie/Parse/standard/...,1
66,5,0,0,17,2,24,3,2,0,17,7.333333333,11,7,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://www.crestemcudragoste.ro/wp-includes/css/4bb243834f28fa32dfeffd...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.csiorg.org/,0
53,5,0,0,7,1,11,2,1,0,7,5,5,5,0,35,4,0,0,0,0,0,4,8,70,-1,http://icctips.com/small/vr1Up000wejhuweUSDYAH00MAIL.html...,1
50,5,0,0,6,1,32,2,1,0,28,15.5,4,4,0,12,4,0,0,0,0,0,57,3,273,180004,http://ehsasfoundationinternational.org/bobb/index.php...,1
66,5,0,0,15,3,27,3,3,0,19,8.333333333,5,3.666666667,0,24,3,0,0,0,0,0,60,0,753,60586,http://www.plainfieldriverdays.com/js/ajax/bobbu/30b9dec83b0ac973fb6ed...,1
66,4,0,0,28,3,14,2,3,0,10,6.5,11,8,0,24,3,0,0,0,0,0,51,9,107,28037,http://autohausnc.com/wp-includes/images/smilies/c6443d12a527b3991b546...,1
49,8,0,0,7,1,19,4,1,0,8,4,5,5,0,12,1,0,11,1,0,0,-1,-1,-1,-1,http://www.eloahair.com.br/Zone1/onlineid.php?.portal...,1
28,1,0,0,14,1,14,2,1,0,10,6.5,12,12,0,0,0,0,0,0,0,0,67,5,32,1473618134,http://partretech.com/lolausaawoie/,1
66,5,0,0,17,2,24,3,2,0,17,7.333333333,11,7,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://www.crestemcudragoste.ro/wp-includes/css/b7d82e157686e68500eced...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,201,39,333,91106,http://www.pressedflower.com/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,229,47,489,-1,http://www.curtainup.com/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,207,9,117,94588,http://www.compilerjobs.com/,0
66,5,0,0,38,4,23,3,4,0,17,7,11,8.25,0,5,3,0,0,0,0,0,39,9,895,-1,http://ringtonsfranchise.co.uk/wp-includes/SimplePie/Parse/standard/ph...,1
17,2,0,0,1,0,16,3,0,0,9,4.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.skarosser.se/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,172,8,111,110003,http://www.ahujaresidency.com/,0
66,5,0,0,9,1,25,3,1,0,17,7.666666667,7,7,0,32,3,0,0,0,0,0,36,12,8,-1,http://www.leighgphotography.com/SERVICE/b8kehxdicufvwv7rtmsi8slw418ig...,1
26,2,0,1,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,193,11,467,-1,http://www.aaasoftware-ezine.com/,0
55,4,0,0,36,4,16,2,4,0,12,7.5,11,7.75,0,3,3,0,0,0,0,0,76,8,115,-1,http://dileeponline.com/plugins/content/linkbuilder/outnew/...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,239,13,422,-1,http://www.schoolexpress.com/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,133,11,30,11007,http://www.careerxls.com/,0
66,4,0,0,9,1,21,2,1,0,17,10,7,7,0,36,3,0,0,0,0,0,36,12,8,-1,http://leighgphotography.com/SERVICE/9g8yp9d8z8x1t1ycarewvmfdiz1c3dj2k...,1
68,6,0,0,41,6,14,4,6,0,3,2.75,10,5.666666667,0,13,1,0,0,0,0,0,-1,-1,-1,-1,http://www.cs.cmu.edu/afs/cs.cmu.edu/user/mleone/web/language/projects.html,0
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.ixcel.usa.cc/account/app/svc/login.html...,1
40,2,0,1,20,1,20,2,1,0,17,9.5,18,18,0,0,0,0,0,0,0,0,104,-1,-115,-1,http://pagesperso-orange.fr/jean-pierre.moreau/,0
51,5,1,0,19,2,16,2,2,0,12,7.5,13,8,0,16,4,0,0,0,0,0,2,10,64,-1,http://sagfaiabella.com/net/FalabellaPeru/LoginPage.php...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,245,55,200,-1,http://www.orleanscoffee.com/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,210,6,181,10024,http://www.deadendrecords.com/,0
66,6,0,0,6,1,17,2,1,0,13,8,4,4,0,15,1,0,28,1,19,0,6,6,181,-1,http://tunerwrightng.com/lash/googledrive.php?referer=abuse@skyebank.c...,1
66,8,1,0,37,4,15,3,4,0,7,4.333333333,23,8,0,0,0,0,14,1,9,0,100,68,204,100078,http://www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=yjvsvr...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,105,15,3195,-1,http://www.davekb.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,200,16,32,-1,http://www.schooldatebooks.com/,0
27,2,0,1,12,1,15,3,1,0,7,4.333333333,10,10,0,0,0,0,0,0,0,0,187,5,264,-1,http://www.geo-met.com/tommysmith/,0
16,1,0,0,1,0,15,2,0,0,11,7,0,0,0,0,0,0,0,0,0,0,119,25,13,-1,http://deshgujarat.com/,0
66,5,0,0,28,3,27,3,3,0,19,8.333333333,11,8,0,11,3,0,0,0,0,0,109,11,33,-1,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/d2899a4a...,1
45,5,0,0,13,2,20,2,2,0,16,9.5,8,5,0,12,4,0,0,0,0,0,21,3,272,-1,http://boshconstruction.com/newbizzz/GD/index.php...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,173,7,171,-1,http://www.tubularradio.com/,0
46,6,0,1,1,0,17,3,0,0,11,5,0,0,0,28,4,1,0,0,0,0,-1,-1,-1,-1,http://opeeen-broo.at.ua/configuration-system.html...,1
27,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,10,0,0,0,0,0,0,3,9,69,-1,http://kathyhomeyou.com/WellsFargo,1
66,5,0,0,24,3,26,3,3,0,18,8,10,6.666666667,0,16,3,0,0,0,0,0,19,5,200,-1,http://www.alejandraandelliot.com/wp-content/upgrade/lon/905d2c8a35484...,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,181,11,460,-1,http://www.coalcreekcoffee.com/,0
17,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,0,0,0,0,0,0,0,192,23,86,-1,http://ohoriscoffee.com/,0
49,3,0,0,25,3,14,3,3,0,6,4,12,7,0,10,1,1,0,0,0,0,269,7,891,37996,http://www.netlib.org/utk/people/JackDongarra/la-sw.html,0
37,2,0,0,18,2,19,3,2,0,12,5.666666667,10,7.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://qualyprintbh.com.br/feeds/formulario/,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,231,9,297,-1,http://www.edgarbrown.com/,0
48,4,0,0,17,2,20,4,2,0,8,4.25,9,7,0,11,1,0,0,0,0,0,-1,-1,-1,-1,http://www.lib.berkeley.edu/SSEAL/SouthAsia/afghan.html,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,138,6,172,-1,http://www.jindalpackers.com/,0
16,2,0,0,1,0,15,3,0,0,6,4.333333333,0,0,0,0,0,0,0,0,0,0,239,85,794,-1,http://profit.ndtv.com/,0
66,6,0,0,1,0,28,3,0,0,21,8.666666667,0,0,0,37,4,6,0,0,0,0,-1,-1,-1,-1,http://designandarchitecture.com.au/usaa.com-sec-inet-auth-logon-ent-l...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,253,23,455,-1,http://www.cdexpress.com/,0
53,4,0,0,38,5,12,2,5,0,8,5.5,12,6.4,0,3,3,0,0,0,0,0,20,4,619,-1,http://gosgmart.com//image/data/layerslider/Gouv_lmpouts/...,1
66,4,0,0,8,1,19,2,1,0,15,9,6,6,0,39,3,0,0,0,0,0,4,8,121,55448,http://powerrockonline.com/paypal/khz0wvqbo8ooze8qiif9j55j03vyl77vfwm2...,1
33,2,0,1,15,2,11,2,2,0,8,5,7,6,0,7,1,0,0,0,0,0,9,3,-1,-1,http://fresh-77.ru/vacancy/track/DHL.htm,1
50,3,0,0,8,1,20,4,1,0,8,4.25,6,6,0,14,0,0,8,1,3,0,262,50,359,32258,http://www.journals.cup.org/action/displayJournal?jid=QRB,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,173,19,503,-1,http://www.bakedjustforyou.com/,0
66,9,0,1,23,1,30,4,1,0,9,6.75,21,21,0,13,4,0,0,0,0,0,-1,-1,-1,53113,http://wc3msd7hg.homepage.t-online.de/online.capitalone.com/details.ht...,1
66,5,0,0,21,3,17,3,3,0,10,5,12,5.666666667,0,28,3,0,0,0,0,0,-1,-1,-1,-1,http://www.vajinismus.eu/pps/SPERROW%20PY/PY/b41475736306d708927f5dbc5...,1
56,2,0,0,34,2,16,3,2,0,8,4.666666667,17,15.5,0,6,0,0,0,0,0,0,149,67,1271,79,http://www.kicknews.com/premier-league/manchester-united/latest,0
23,2,0,0,9,1,14,3,1,0,6,4,7,7,0,0,0,0,0,0,0,0,278,70,655,10011,http://www.forbes.com/200best/,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,220,19,606,-1,http://www.alibris.com/,0
14,1,0,0,1,0,6,2,0,0,3,2.5,0,0,0,7,0,0,0,0,0,0,-1,-1,-1,-1,http://bit.ly/1XZl5cs,1
42,6,0,0,6,1,24,3,1,0,16,7.333333333,4,4,0,12,4,0,0,0,0,0,12,0,115,-1,http://www.footballuniverse.net/roma/roma.html...,1
66,4,0,0,43,6,17,2,6,0,13,8,8,6,0,6,3,0,0,0,0,0,52,8,108,77364,http://dmtministries.com/USAAI/QSAAID/Iogin/auth_nav/pub_auth/inet/ent...,1
66,5,0,3,1,0,34,3,0,0,28,10.66666667,0,0,0,31,3,1,0,0,0,0,-1,-1,-1,-1,http://autoscout24-cars-europe-used.eu.pn/classified28878432017asrc=pl...,1
66,4,0,0,48,6,13,2,6,0,10,6,9,6.833333333,0,5,3,0,0,0,0,0,-1,-1,-1,-1,http://cdeashtian.ir/images/pic/porto/googledoc/googledoc/googledoc/md...,1
34,3,0,0,1,0,19,3,0,0,10,5.666666667,0,0,0,14,1,0,0,0,0,0,104,16,37,-1,http://settings22.890m.com/privation1.php,1
44,5,0,1,24,2,17,3,2,0,6,5,14,10.5,0,3,3,0,0,0,0,0,59,1,330,71,http://941550.vps-10.com/appleID/user12-appleid/...,1
30,2,0,1,12,2,18,3,2,0,10,5.333333333,5,4.5,0,0,0,0,0,0,0,0,24,0,668,-1,http://www.shape-love.org/azziu/line/,1
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,204,6,194,-1,http://www.perfumedistributor.com/,0
19,2,0,0,1,0,18,3,0,0,9,5.333333333,0,0,0,0,0,0,0,0,0,0,194,46,81,-1,http://maths4cet.150m.com/,0
33,3,0,0,5,1,28,4,1,0,17,6.25,3,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.futurebookkeeping.com.au/aol/,1
48,3,0,0,14,2,24,3,2,0,16,7.333333333,6,5.5,0,10,1,0,0,0,0,0,159,45,244,625,http://www.allaboutcircuits.com/vol_4/chpt_7/index.html,0
31,2,0,1,1,0,30,3,0,0,23,9.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,10115,http://www.naturkundemuseum-berlin.de/,0
66,4,0,0,15,2,23,2,2,0,19,11,6,6,0,28,3,0,0,0,0,0,24,36,740,-1,http://everydayhomecarellc.com/public/images/6af1d1f2488db5216829621be...,1
24,1,0,0,1,0,23,2,0,0,19,11,0,0,0,0,0,0,0,0,0,0,30,18,138,-1,http://appalachianheritage.net/,0
27,2,0,0,15,2,12,3,2,0,4,3.333333333,7,6,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.uwsp.edu/history/wipcs/,0
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,267,9,85,10041,http://www.dtcc.com/,0
33,2,0,0,1,0,32,3,0,0,24,10,0,0,0,0,0,0,0,0,0,0,179,1,55,-1,http://www.successfulselfemployment.com/,0
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,95,13,354,49723,http://www.foreignpolicyjournal.com/,0
65,5,0,0,35,3,27,3,3,0,16,8.333333333,11,10.33333333,0,3,3,0,0,0,0,0,74,10,68,-1,http://se14th.aamcocentraliowa.com/~wendydel/wp-includes/editedwells/...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,205,119,43,-1,http://www.jamboreeindia.com/,0
66,6,0,0,41,8,14,3,8,0,6,4,9,4,0,11,3,1,0,0,0,0,36,12,6,-1,http://www.haitri.com/js/----/amli.fr/free/sm/oo/ve/PortailAS/assure_s...,1
66,5,0,0,30,3,16,2,3,0,12,7.5,15,8.666666667,0,6,1,0,14,2,1,0,121,11,46,-1,http://aandgtrading.com/category_images/sim/bookmark/ii.php?fid=4&amp;...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,210,6,195,-1,http://www.rheinreport.com/,0
24,2,0,0,6,1,18,3,1,0,11,5.333333333,4,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.toriabeauty.ro/minn/,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,196,20,104,244,http://www.laywheeler.com/,0
64,4,0,0,12,1,17,2,1,0,13,8,10,10,0,35,3,0,0,0,0,0,29,31,882,-1,http://knotjustweeds.com/wp-content/3e7b9b4eb90b1dc2b31268428876ad9f...,1
